so_number,order_date,customer_code,total_quantity,total_amount,total_amount_pdf,message_id,raw_customer_name,raw_tax_id,raw_address,customer_mapping_confidence,customer_mapping_method,customer_review_required,has_warning
BH26.1449,2026-03-19,KH-00691,11,17288333,,<177639809918.27.10816858754860467184@phuthinh.vn>,CÔNG TY TNHH PHÚ THỊNH,282201142,"Xã Hưng Đạo, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1450,2026-03-19,KH-00578,9,13774995,,<177639809914.27.18094922596883582458@ngocanh.vn>,DOANH NGHIỆP TW NGỌC ANH,134709777,"thôn Thụy Khuê, Xã Quốc Oai, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1451,2026-03-19,KH-00578,15,23881110,,<177639809913.27.12081176713991937881@ngocanh.vn>,DOANH NGHIỆP TW NGỌC ANH,134709777,"thôn Thụy Khuê, Xã Quốc Oai, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1452,2026-03-19,KH-00011,85,169283111,,<177639809913.27.11356778850039486703@namtien.vn>,DOANH NGHIỆP TW NAM TIẾN,107801583,"đường ĐH-HH40, phố Trung Sơn, Xã Hoằng Hóa, Thanh Hóa",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1453,2026-03-19,KH-00038,4,9825553,,<177639809913.27.5160294882565614135@tantien.vn>,DOANH NGHIỆP TW TÂN TIẾN,117578370,"Dược Thượng, Xã Sóc Sơn, Thành phố Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1454,2026-03-19,KH-00061,20,44248325,,<177639809914.27.4007918269374336316@thuytien.vn>,HỘ KINH DOANH THUỶ TIÊN,284170064,"Nguyễn Đức Cảnh, Phường Tương Mai, Thành phố Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1455,2026-03-19,KH-00350,26,60592026,,<177639809914.27.4355509425374991712@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,208593833,"Đường 2, Xã Sóc Sơn, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1456,2026-03-19,KH-00664,6,13276849,,<177639809911.27.13403388620879255431@tantien.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,136593384,"Xã Hòa Xá, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1457,2026-03-19,KH-00679,17,32522956,,<177639809915.27.16633359255329709377@daiduong.vn>,HỘ KINH DOANH ĐẠI DƯƠNG,265472961,"TK Cơ Quan, Phường Thảo Nguyên, Tỉnh Sơn La",100.0,TAX_ID_EXACT,False,False
BH26.1458,2026-03-19,KH-00536,39,84195723,,<177639809919.27.4298067024877476889@longphu.vn>,CỬA HÀNG XE ĐẠP LONG PHÚ,260443448,"tòa nhà CT1 Khu Nhà Bắc Linh Đàm, Phường Định Công, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1459,2026-03-19,KH-00084,23,53744434,,<177639809916.27.17860264434830101291@toanthang.vn>,CỬA HÀNG XE ĐẠP TOÀN THẮNG,249083602,"Thửa đất số 203-2, Khu đất dịch vụ Khu Đồng Mới, đường An Khánh, thôn An Thọ, Xã An Khánh, TP Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1460,2026-03-19,KH-00239,8,15164625,,<177639809916.27.3912661719979865674@thanhbinh.vn>,HỘ KINH DOANH THANH BÌNH,108318409,"xã Minh Đức, Phường Việt Yên, Bắc Ninh",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1461,2026-03-19,KH-00511,10,16738699,,<177639809917.27.17913509824752946875@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,204530740,"đường Nguyễn Huệ, Phường Lào Cai, Tỉnh Lào Cai",100.0,TAX_ID_EXACT,False,False
BH26.1462,2026-03-19,KH-00498,6,8929813,,<177639809917.27.6152158033442725595@minhphuong.vn>,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,220157462,"Khu giãn dân Bùi Thị Cúc, Xã Ân Thi, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1463,2026-03-19,KH-00634,5,10612590,,<177639809918.27.14517183627902356517@triduc.vn>,CÔNG TY CỔ PHẦN TRÍ ĐỨC,179859950,"Xã Yên Lãng, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1464,2026-03-19,KH-00674,1,2105000,,<177639809918.27.15307437183255736144@tuanh.vn>,CỬA HÀNG XE ĐẠP TÚ ANH,294480048,"đường Cầu Diễn, TDP Nguyên xá 2, Phường Tây Tựu, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1465,2026-03-19,KH-00671,23,37958881,,<177639809915.27.1116952035511635096@vietanh.vn>,HỘ KINH DOANH VIỆT ANH,288545088,"Đường Xuân Thủy, Phường Cầu Giấy, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1466,2026-03-19,KH-00157,1,2583333,,<177639809916.27.15203642026220893157@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1467,2026-03-20,KH-00091,300,384104000,,<177639809936.27.16115211659731363664@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1468,2026-03-20,KH-00582,18,32389992,,<177639809935.27.13735242113794732613@longphu.vn>,HỘ KINH DOANH LONG PHÚ,226747813,"Tổ 2, Phường Mường Thanh, Điện Biên",100.0,TAX_ID_EXACT,False,False
BH26.1469,2026-03-20,KH-00581,23,44711660,,<177639809935.27.2400206476440247485@sonha.vn>,DOANH NGHIỆP TW SƠN HÀ,285787156,"Phường Điện Biên Phủ, Tỉnh Điện Biên",100.0,TAX_ID_EXACT,False,False
BH26.1470,2026-03-20,KH-00556,15,22010645,,<177639809936.27.17646609557522387784@thienan.vn>,DOANH NGHIỆP TW THIÊN AN,297200694,"XÓM GIAO THÔNG, Xã An Khánh, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1471,2026-03-20,KH-00424,19,36126661,,<177639809936.27.12359563312497929671@triduc.vn>,CÔNG TY TNHH TRÍ ĐỨC,289702397,"Tổ 10, Thôn Xuân Thủy, Xã Xuân Mai, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1472,2026-03-20,KH-00401,12,16850737,,<177639809939.27.6458463192429638450@thuytien.vn>,HỘ KINH DOANH THUỶ TIÊN,283600026,"Khu Miếu Môn, Xã Trần Phú, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1473,2026-03-20,KH-00447,10,21636662,,<177639809937.27.7801807916017819903@khaihoan.vn>,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,191136065,"Phường Chương Mỹ, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1474,2026-03-20,KH-00663,19,31311107,,<177639809937.27.949012605271764677@truongthinh.vn>,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,298813347,"Tổ dân phố Hòa Sơn, Phường Chương Mỹ, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1475,2026-03-20,KH-00430,17,25420550,,<177639809938.27.5763664904845556180@binhminh.vn>,CÔNG TY CỔ PHẦN BÌNH MINH,132506859,"Xã Vân Đình, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1476,2026-03-20,KH-00569,1,2960555,,<177639809938.27.9360109461440722892@vanloi.vn>,CÔNG TY TNHH VẠN LỢI,251887557,"Hòa Vang 3, Xã Hưng Lộc, TP Huế",100.0,TAX_ID_EXACT,False,False
BH26.1477,2026-03-20,KH-00569,9,14765740,,<177639809938.27.8894824461918789315@vanloi.vn>,CÔNG TY TNHH VẠN LỢI,251887557,"Hòa Vang 3, Xã Hưng Lộc, TP Huế",100.0,TAX_ID_EXACT,False,False
BH26.1478,2026-03-20,KH-00219,53,84431649,,<177639809934.27.8748698379888410453@phuthinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,123994267,"phố 9 Phường Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình",100.0,TAX_ID_EXACT,False,False
BH26.1479,2026-03-20,KH-00489,39,64727213,,<177639809934.27.1574694563731144874@dongnam.vn>,CÔNG TY CỔ PHẦN ĐÔNG NAM,100492499,"đường Lê Công Thanh, phường Hai Bà Trưng, thành phố Phủ Lý, tỉnh Hà Nam",100.0,TAX_ID_EXACT,False,False
BH26.1480,2026-03-20,KH-00386,54,85522210,,<177639809933.27.5765042360241121268@khaihoan.vn>,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,113978498,"Thụy Sơn 2, Phường Tân Sơn, Thị Xã Kim Bảng, Tỉnh Hà Nam, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1481,2026-03-20,KH-00134,32,50615550,,<177639809934.27.17590677155293049097@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,134770178,"Trần Nhân Tông, Phường Vĩnh Diện, Thị xã Điện Bàn, Tỉnh Quảng Nam, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1482,2026-03-20,KH-00134,59,96340532,,<177639809928.27.2327823947742088465@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,134770178,"Trần Nhân Tông, Phường Vĩnh Diện, Thị xã Điện Bàn, Tỉnh Quảng Nam, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1483,2026-03-20,KH-00377,24,37099992,,<177639809928.27.10798072531082367225@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,136757644,"Đường Đa Tốn, Xã Bát Tràng, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1484,2026-03-20,KH-00377,17,27240922,,<177639809928.27.7026445856316283506@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,136757644,"Đường Đa Tốn, Xã Bát Tràng, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1485,2026-03-20,KH-00631,59,86639241,,<177639809929.27.5439903307631071910@vietanh.vn>,CÔNG TY TNHH VIỆT ANH,256599219,"Đường Chợ Bún, Xã Bát Tràng, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1486,2026-03-20,KH-00364,19,29832215,,<177639809929.27.7935776891774779413@xuanmai.vn>,DOANH NGHIỆP TW XUÂN MAI,242402965,"Phường Việt Hòa, TP Hải Phòng",100.0,TAX_ID_EXACT,False,False
BH26.1487,2026-03-20,KH-00218,28,45617770,,<177639809933.27.13458975297403505718@binhminh.vn>,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,100087121,"xã Kim Anh, Kim Thành, Hải Dương",100.0,TAX_ID_EXACT,False,False
BH26.1488,2026-03-20,KH-00440,22,34051109,,<177639809930.27.16190821893079726439@dongnam.vn>,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,181396459,"La Văn Cầu, Xã Nam Sách, Thành phố Hải Phòng",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1489,2026-03-20,KH-00615,27,41881101,,<177639809930.27.15965515347915241197@quangvinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,139299647,"Thị tứ Đồng Gia, Xã Kim Thành, Thành phố Hải Phòng",100.0,TAX_ID_EXACT,False,False
BH26.1490,2026-03-20,KH-00435,15,24449440,,<177639809930.27.2110567002650693856@ngocanh.vn>,DOANH NGHIỆP TW NGỌC ANH,141517724,"TDP Chợ, đường Đại Mỗ, Phường Tây Mỗ, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1491,2026-03-20,KH-00414,25,36191749,,<177639809931.27.16382387771611355719@dailoi.vn>,HỘ KINH DOANH ĐẠI LỢI,105325305,"Nhà số 7, đường Tam Đạc 2, cụm 7, xã Liên Minh, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1492,2026-03-20,KH-00091,88,128335000,,<177639809931.27.15263190684736436452@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1493,2026-03-21,KH-00091,149,206970000,,<177639809958.27.7386995236527949008@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1494,2026-03-21,KH-00091,20,32719432,,<177639809954.27.12323313679013950333@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1495,2026-03-21,KH-00562,7,10029442,,<177639809949.27.5689333589767435030@namtien.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,192433335,"Quang Trung, Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1496,2026-03-21,KH-00562,8,11284721,,<177639809950.27.18159817067210996553@namtien.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,192433335,"Quang Trung, Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1497,2026-03-21,KH-00477,2,5921110,,<177639809950.27.3770941115091896300@dailoi.vn>,CỬA HÀNG XE ĐẠP ĐẠI LỢI,206875995,"Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1498,2026-03-21,KH-00477,28,38924804,,<177639809951.27.14155100327389654549@dailoi.vn>,CỬA HÀNG XE ĐẠP ĐẠI LỢI,206875995,"Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1499,2026-03-21,KH-00439,18,27134441,,<177639809951.27.5339357112733121020@thuytien.vn>,DOANH NGHIỆP TW THUỶ TIÊN,226721723,"Khối Xuân Khoa, Xã Vạn An, Tỉnh Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1500,2026-03-21,KH-00607,40,61979991,,<177639809949.27.2045555258344526312@tuanh.vn>,CÔNG TY TNHH TÚ ANH,249735697,"Khối 3, Xã Đô Lương, Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1501,2026-03-21,KH-00410,15,25830550,,<177639809953.27.2383055647093183920@namtien.vn>,CỬA HÀNG XE ĐẠP NAM TIẾN,220091382,"Xã Đức Châu, Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1502,2026-03-21,KH-00417,14,20272677,,<177639809953.27.4244793448120700126@vietanh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1503,2026-03-21,KH-00467,15,25280548,,<177639809954.27.7324670220846729763@taybac.vn>,DOANH NGHIỆP TW TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",100.0,TAX_ID_EXACT,False,False
BH26.1504,2026-03-21,KH-00505,25,40616660,,<177639809958.27.1952830201854435457@tuanh.vn>,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1505,2026-03-21,KH-00545,5,8385924,,<177639809954.27.8046831317562970672@anphat.vn>,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1506,2026-03-21,KH-00545,17,31873885,,<177639809955.27.1436311585421348140@anphat.vn>,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1507,2026-03-21,KH-00147,1,2233333,,<177639809955.27.7918897365231399888@phuthinh.vn>,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1508,2026-03-21,KH-00147,36,51823226,,<177639809955.27.11808529524132526409@phuthinh.vn>,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1509,2026-03-21,KH-00204,35,51056471,,<177639809956.27.7471527320524423320@daiduong.vn>,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,258317170,"Liền kề 373, NO11, khu Cổng Đồng, đường Tố Hữu, TDP4, Phường Dương Nội, TP Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1510,2026-03-21,KH-00359,42,64135725,,<177639809956.27.3170500582484214268@vanloi.vn>,CÔNG TY CỔ PHẦN VẠN LỢI,203193677,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1511,2026-03-21,KH-00496,12,19393332,,<177639809957.27.8487289742478374157@toanthang.vn>,CÔNG TY CỔ PHẦN TOÀN THẮNG,219883019,"Quốc Lộ 3, Phố Nỷ, Xã Trung Giã, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1512,2026-03-21,KH-00426,34,53499159,,<177639809957.27.6675004018071570377@thienan.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,148560955,"TDP 4, Phường Phổ Yên, Thái Nguyên",100.0,TAX_ID_EXACT,False,False
BH26.1513,2026-03-21,KH-00354,16,29524442,,<177639809949.27.10941395654369429104@namtien.vn>,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,124258493,"Phường Tích Lương, Thái Nguyên",100.0,TAX_ID_EXACT,False,False
BH26.1514,2026-03-21,KH-00606,3,5049999,,<177639809952.27.9175139833326769742@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH,290083932,"Đức Nghiêm, Xã Hoàng Vân, Tỉnh Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1515,2026-03-21,KH-00606,7,18333608,,<177639809948.27.9451121266607256614@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH,290083932,"Đức Nghiêm, Xã Hoàng Vân, Tỉnh Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1516,2026-03-21,KH-00486,24,39507773,,<177639809948.27.7821691982131286137@vanloi.vn>,CÔNG TY TNHH VẠN LỢI,252868808,"Xã Yên Phong, Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1517,2026-03-21,KH-00403,40,66005354,,<177639809940.27.4171898893249296340@longphu.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,161351930,"đường Quang Trung, tiểu khu 3, Phường Tĩnh Gia, Thanh Hóa",100.0,TAX_ID_EXACT,False,False
BH26.1518,2026-03-21,KH-00014,4,8185924,,<177639809940.27.10347990664093636285@longphu.vn>,HỘ KINH DOANH LONG PHÚ,227665061,"Phường Tiền An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1519,2026-03-21,KH-00014,13,21223330,,<177639809940.27.11468779890451704889@longphu.vn>,HỘ KINH DOANH LONG PHÚ,227665061,"Phường Tiền An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1520,2026-03-21,KH-00351,10,14266200,,<177639809941.27.10270035898700132011@anphat.vn>,CÔNG TY TNHH AN PHÁT,203013287,"khu phố Minh Khai, Phường Từ Sơn, Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1521,2026-03-21,KH-00351,8,12928888,,<177639809943.27.12134844291069016008@anphat.vn>,CÔNG TY TNHH AN PHÁT,203013287,"khu phố Minh Khai, Phường Từ Sơn, Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1522,2026-03-21,KH-00395,14,31449995,,<177639809943.27.534091991998755906@taybac.vn>,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6,7 Chợ Mọc , Phố Mới, Xã Tân Yên, Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1523,2026-03-21,KH-00646,3,4787222,,<177639809943.27.14063973243877069066@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG,233590509,"Xã Phụng Công, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1524,2026-03-21,KH-00646,11,16495369,,<177639809944.27.6475239275553013689@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG,233590509,"Xã Phụng Công, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1525,2026-03-21,KH-00517,25,35048327,,<177639809939.27.2119259984957569828@phuthinh.vn>,CỬA HÀNG XE ĐẠP PHÚ THỊNH,221030390,"Xã Quang Hưng, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1526,2026-03-21,KH-00437,3,3509721,,<177639809944.27.2642523575137817229@hungcuong.vn>,DOANH NGHIỆP TW HÙNG CƯỜNG,139242743,"Dương Xá, Phường Thượng Hồng, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1527,2026-03-21,KH-00437,9,14544999,,<177639809948.27.7640341458174201543@hungcuong.vn>,DOANH NGHIỆP TW HÙNG CƯỜNG,139242743,"Dương Xá, Phường Thượng Hồng, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1528,2026-03-21,KH-00646,21,35655551,,<177639809945.27.17926736296954793860@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG,233590509,"Xã Phụng Công, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1529,2026-03-21,KH-00518,20,30564442,,<177639809945.27.9785678371156471346@vinhphat.vn>,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,183952775,"Đội 5, Thôn Hạ Tân, Xã Nghĩa Trụ, Tỉnh Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1530,2026-03-21,KH-00442,2,3232222,,<177639809945.27.8368287785676317792@hoabinh.vn>,CÔNG TY TNHH HOÀ BÌNH,264440823,"TDP 3 Đoài, Xã Yên Lạc, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1531,2026-03-21,KH-00442,8,14273332,,<177639809946.27.5748694739511397541@hoabinh.vn>,CÔNG TY TNHH HOÀ BÌNH,264440823,"TDP 3 Đoài, Xã Yên Lạc, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1532,2026-03-21,UNKNOWN,25,49813883,,<177639809944.27.1283624516560997785@triduc.vn>,CỬA HÀNG XE ĐẠP TRÍ ĐỨC,298355399,"đường Trường Chinh, Đồng Xuân, Phường Xuân Hòa, Tỉnh Phú Thọ",83.72,NEEDS_REVIEW,True,True
BH26.1533,2026-03-21,KH-00659,40,59075821,,<177639809946.27.17365901774457582320@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1534,2026-03-21,KH-00473,16,25857776,,<177639809946.27.16294787226225589911@triduc.vn>,CÔNG TY TNHH TRÍ ĐỨC,298912155,"Xã Đoài Phương, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1535,2026-03-21,KH-00505,11,17184438,,<177639809947.27.13916885579608097746@tuanh.vn>,CÔNG TY CỔ PHẦN TÚ ANH,215542711,"Khối 5, Xã Quỳnh Lưu, Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1536,2026-03-21,KH-00455,19,32087217,,<177639809947.27.1504913546495473340@dailoi.vn>,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,103264637,"Trần Phú, Xã Hương Khê, Hà Tĩnh",100.0,TAX_ID_EXACT,False,False
BH26.1537,2026-03-22,KH-00157,1,2953704,,<177639809958.27.16058341104592942922@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1538,2026-03-23,KH-00091,190,117750000,,<177639809969.27.10545204605712603273@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1539,2026-03-23,KH-00555,16,23242215,,<177639809969.27.11160387793217098751@truongthinh.vn>,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,240177337,"Chợ Lương, Phường Đồng Văn, Ninh Bình",100.0,TAX_ID_EXACT,False,False
BH26.1540,2026-03-23,KH-00091,14,20080553,,<177639809969.27.17666859317134808265@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1541,2026-03-23,KH-00092,20,47962962,,<177639809970.27.14959697200689387867@xuanmai.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,156665092,"Đường Bà Triệu- Hàm Rồng, Phường Hàm Rồng, Thanh Hóa",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1542,2026-03-23,KH-00022,295,478897693,,<177639809970.27.18121815419691698609@vietanh.vn>,CÔNG TY CỔ PHẦN VIỆT ANH,262182474,"Ngõ 82, Tổ 30 Cụm 4 Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1543,2026-03-23,KH-00667,30,49681102,,<177639809974.27.12523452487092353715@minhphuong.vn>,CÔNG TY CỔ PHẦN MINH PHƯƠNG,172431458,"Phạm Văn Đồng, Khối 2, Xã Núi Thành, Thành phố Đà Nẵng",100.0,TAX_ID_EXACT,False,False
BH26.1544,2026-03-23,KH-00182,63,98557284,,<177639809971.27.11918941093639102363@phuthinh.vn>,CÔNG TY CỔ PHẦN PHÚ THỊNH,170728269,"Phố Lý Bôn, Tổ 2 (ĐT), Phường Trần Hưng Đạo, Hưng Yên",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1545,2026-03-23,KH-00557,2,2621110,,<177639809972.27.13053316477387284983@minhphuong.vn>,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,120842089,"Phố Bà Triệu, Phường Cửa Nam, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1546,2026-03-23,KH-00135,1,4157407,,<177639809973.27.9667358532004868689@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1547,2026-03-23,KH-00135,1,1527778,,<177639809973.27.6712732497884714873@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
