message_id,file_name,from_address,subject,received_at,attachment_name,email_so_number,pdf_so_number,email_order_date,pdf_order_date,email_customer_name,pdf_customer_name,email_tax_id,pdf_tax_id,email_address,pdf_address,email_phone,email_total_quantity,pdf_total_quantity,email_total_amount,pdf_total_amount
<177639809998.27.13998148508252105462@xuanmai.vn>,BH26_1609.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1609,2026-03-24 10:42:18+07:00,BH26_1609.pdf,BH26.1609,BH26.1609,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0349289925,1,1,2070000,2070000
<177639809989.27.962547445357622768@xuanmai.vn>,BH26_1610.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1610,2026-03-24 13:53:32+07:00,BH26_1610.pdf,BH26.1610,BH26.1610,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0881684112,2,2,1880000,1880000
<177639809990.27.6847654676608196814@xuanmai.vn>,BH26_1611.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1611,2026-03-24 12:40:55+07:00,BH26_1611.pdf,BH26.1611,BH26.1611,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0725440395,2,2,2660000,2660000
<177639809989.27.2989445671940872607@longphu.vn>,BH26_1612.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1612,2026-03-24 09:19:06+07:00,BH26_1612.pdf,BH26.1612,BH26.1612,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0341580506,2,2,3320000,3320000
<177639809988.27.14193636067830180007@longphu.vn>,BH26_1613.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1613,2026-03-24 07:04:40+07:00,BH26_1613.pdf,BH26.1613,BH26.1613,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0912617130,2,2,2300000,2300000
<177639809982.27.5456401134061164372@xuanmai.vn>,BH26_1614.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1614,2026-03-24 12:00:58+07:00,BH26_1614.pdf,BH26.1614,BH26.1614,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0701695881,1,1,950000,950000
<177639809981.27.18446312825606289820@xuanmai.vn>,BH26_1615.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1615 ngày 24/03/2026,2026-03-24 11:10:00+07:00,BH26_1615.pdf,BH26.1615,BH26.1615,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0720296892,1,1,1030000,1030000
<177639809989.27.11154071895544910616@xuanmai.vn>,BH26_1616.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1616,2026-03-24 14:56:29+07:00,BH26_1616.pdf,BH26.1616,BH26.1616,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0873959383,1,1,900000,900000
<177639809980.27.336294115469739048@xuanmai.vn>,BH26_1617.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1617,2026-03-24 15:49:44+07:00,BH26_1617.pdf,BH26.1617,BH26.1617,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0361359783,2,2,3180000,3180000
<177639809980.27.14133087549418791737@xuanmai.vn>,BH26_1618.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1618,2026-03-24 14:28:57+07:00,BH26_1618.pdf,BH26.1618,BH26.1618,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0874964317,2,2,4200000,4200000
<177639809980.27.17545976925844256238@xuanmai.vn>,BH26_1619.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1619 ngày 24/03/2026,2026-03-24 12:40:43+07:00,BH26_1619.pdf,BH26.1619,BH26.1619,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0772100050,1,1,1590000,1590000
<177639809983.27.13625576801442621867@xuanmai.vn>,BH26_1620.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1620,2026-03-24 09:43:27+07:00,BH26_1620.pdf,BH26.1620,BH26.1620,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0366077589,2,2,1900000,1900000
<177639809979.27.12367730975854158313@longphu.vn>,BH26_1621.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1621,2026-03-24 08:49:27+07:00,BH26_1621.pdf,BH26.1621,BH26.1621,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0968396690,1,1,1590000,1590000
<177639809979.27.16831694497702695438@xuanmai.vn>,BH26_1622.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1622,2026-03-24 13:05:42+07:00,BH26_1622.pdf,BH26.1622,BH26.1622,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0816717470,2,2,1900000,1900000
<177639809979.27.17471070388295739304@xuanmai.vn>,BH26_1623.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1623 ngày 24/03/2026,2026-03-24 11:45:23+07:00,BH26_1623.pdf,BH26.1623,BH26.1623,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0752885566,1,1,950000,950000
<177639809978.27.2357378793442435265@xuanmai.vn>,BH26_1624.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1624,2026-03-24 15:40:03+07:00,BH26_1624.pdf,BH26.1624,BH26.1624,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0903732755,1,1,950000,950000
<177639809978.27.11870355443785010716@xuanmai.vn>,BH26_1625.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1625,2026-03-24 09:04:23+07:00,BH26_1625.pdf,BH26.1625,BH26.1625,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0315915628,1,1,950000,950000
<177639809983.27.9365222209936972906@xuanmai.vn>,BH26_1626.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1626,2026-03-24 16:08:14+07:00,BH26_1626.pdf,BH26.1626,BH26.1626,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0339238946,1,1,2100000,2100000
<177639809984.27.12210439306537980353@longphu.vn>,BH26_1627.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1627,2026-03-24 09:39:31+07:00,BH26_1627.pdf,BH26.1627,BH26.1627,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0397849050,1,1,950000,950000
<177639809988.27.9276991050168296538@xuanmai.vn>,BH26_1628.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1628,2026-03-24 17:14:35+07:00,BH26_1628.pdf,BH26.1628,BH26.1628,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0389052558,1,1,2100000,2100000
<177639809984.27.2845461228727350945@xuanmai.vn>,BH26_1629.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1629,2026-03-24 09:49:53+07:00,BH26_1629.pdf,BH26.1629,BH26.1629,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0328647180,2,2,2800000,2800000
<177639809985.27.12780746211633334165@longphu.vn>,BH26_1630.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1630 ngày 24/03/2026,2026-03-24 17:58:59+07:00,BH26_1630.pdf,BH26.1630,BH26.1630,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0823462663,1,1,3003787,3003787
<177639809985.27.16651063914819059002@longphu.vn>,BH26_1631.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1631,2026-03-24 07:07:53+07:00,BH26_1631.pdf,BH26.1631,BH26.1631,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0912837333,1,1,950000,950000
<177639809985.27.805983102106819935@xuanmai.vn>,BH26_1632.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1632,2026-03-24 16:02:31+07:00,BH26_1632.pdf,BH26.1632,BH26.1632,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0977400928,1,1,3003787,3003787
<177639809986.27.13274012768142761669@xuanmai.vn>,BH26_1633.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1633 ngày 24/03/2026,2026-03-24 08:03:46+07:00,BH26_1633.pdf,BH26.1633,BH26.1633,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0904288450,1,1,1590000,1590000
<177639809986.27.11263497473051001258@longphu.vn>,BH26_1634.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Yêu cầu cung cấp hàng - BH26.1634,2026-03-24 15:51:31+07:00,BH26_1634.pdf,BH26.1634,BH26.1634,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0825081835,1,1,1400000,1400000
<177639809986.27.14458564615545558722@longphu.vn>,BH26_1635.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Yêu cầu cung cấp hàng - BH26.1635,2026-03-24 15:10:34+07:00,BH26_1635.pdf,BH26.1635,BH26.1635,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0387515961,1,1,1400000,1400000
<177639809987.27.4411880027532358772@longphu.vn>,BH26_1636.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1636 ngày 24/03/2026,2026-03-24 10:36:18+07:00,BH26_1636.pdf,BH26.1636,BH26.1636,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0394301831,1,1,950000,950000
<177639809987.27.14469077136671111492@xuanmai.vn>,BH26_1637.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1637 ngày 24/03/2026,2026-03-24 16:17:46+07:00,BH26_1637.pdf,BH26.1637,BH26.1637,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0713341423,1,1,950000,950000
<177639809984.27.11400668370407570489@xuanmai.vn>,BH26_1638.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1638,2026-03-24 11:28:33+07:00,BH26_1638.pdf,BH26.1638,BH26.1638,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0778047839,1,1,1590000,1590000
<177639809987.27.3578966796457868743@xuanmai.vn>,BH26_1639.eml,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1639,2026-03-24 08:04:36+07:00,BH26_1639.pdf,BH26.1639,BH26.1639,2026-03-24,2026-03-24,CỬA HÀNG XE ĐẠP XUÂN MAI,CnA HÀNG XE nnP XUÂN MAI,295320846,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội","Cnm công nghinp vna và nhn Tn Liêm, Bnc Tn Liêm, Hà Nni",0919791049,2,2,4140000,4140000
<177639809988.27.10522380535911096163@longphu.vn>,BH26_1640.eml,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1640,2026-03-24 13:58:11+07:00,BH26_1640.pdf,BH26.1640,BH26.1640,2026-03-24,2026-03-24,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,CÔNG TY TNHH THnnNG MnI LONG PHÚ,167397253,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội","phn Tràng Thi, phnnng Hàng Trnng, Qunn Hoàn Kinm, TP Hà Nni",0820766647,2,2,2800000,2800000
<177639810046.27.1498297228207553595@vanloi.vn>,BH26_1641.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI <dathang@vanloi.vn>,Purchase Order BH26.1641,2026-03-25 12:53:36+07:00,BH26_1641.pdf,BH26.1641,BH26.1641,2026-03-25,2026-03-25,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,"CÔNG TY Cn PHnN THnnNG MnI VnN
LnI",158110427,158110427,"đường Điện Biên, tổ dân phố số 8 phường Minh Tân, thành phố Yên Bái, tỉnh Yên Bái, Việt Nam","nnnng ninn Biên, tn dân phn sn 8 phnnng Minh Tân, thành phn Yên Bái, tnnh Yên Bái, Vint Nam",0799398730,12,12,14618884,14618884
<177639810047.27.14222852356000075725@phucan.vn>,BH26_1642.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN <dathang@phucan.vn>,[ĐẶT HÀNG] BH26.1642,2026-03-25 08:46:46+07:00,BH26_1642.pdf,BH26.1642,BH26.1642,2026-03-25,2026-03-25,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,"CÔNG TY Cn PHnN THnnNG MnI PHÚC
AN",197428634,197428634,"Phan Châu Trinh, Phường Hương Trà, Thành phố Đà Nẵng","Phan Châu Trinh, Phnnng Hnnng Trà, Thành phn nà Nnng",0982603016,10,10,19063884,19063884
<177639810047.27.3888728246601151576@namtien.vn>,BH26_1643.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN <dathang@namtien.vn>,[ĐẶT HÀNG] BH26.1643,2026-03-25 13:02:08+07:00,BH26_1643.pdf,BH26.1643,BH26.1643,2026-03-25,2026-03-25,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,"CÔNG TY Cn PHnN THnnNG MnI NAM
TInN",199270841,199270841,"Phan Chu Trinh, Phường Hương Trà, TP Đà Nẵng","Phan Chu Trinh, Phnnng Hnnng Trà, TP nà Nnng",0802730548,1,1,2583333,2583333
<177639810048.27.11402087898546531949@hoabinh.vn>,BH26_1644.eml,HỘ KINH DOANH HOÀ BÌNH <dathang@hoabinh.vn>,Purchase Order BH26.1644,2026-03-25 07:22:59+07:00,BH26_1644.pdf,BH26.1644,BH26.1644,2026-03-25,2026-03-25,HỘ KINH DOANH HOÀ BÌNH,Hn KINH DOANH HOÀ BÌNH,212823241,212823241,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội","Nhà bà Hoàng Thn Bny, Khu X2, Thôn nông Trù, Xã nông Anh, TP Hà Nni",0958929430,104,104,193425327,193425327
<177639810048.27.16399097943371508746@hoabinh.vn>,BH26_1645.eml,HỘ KINH DOANH HOÀ BÌNH <dathang@hoabinh.vn>,Yêu cầu cung cấp hàng - BH26.1645,2026-03-25 15:13:50+07:00,BH26_1645.pdf,BH26.1645,BH26.1645,2026-03-25,2026-03-25,HỘ KINH DOANH HOÀ BÌNH,Hn KINH DOANH HOÀ BÌNH,212823241,212823241,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội","Nhà bà Hoàng Thn Bny, Khu X2, Thôn nông Trù, Xã nông Anh, TP Hà Nni",0364145488,61,61,102121639,102121639
<177639810055.27.933502891569227286@hoabinh.vn>,BH26_1646.eml,HỘ KINH DOANH HOÀ BÌNH <dathang@hoabinh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1646,2026-03-25 10:01:54+07:00,BH26_1646.pdf,BH26.1646,BH26.1646,2026-03-25,2026-03-25,HỘ KINH DOANH HOÀ BÌNH,Hn KINH DOANH HOÀ BÌNH,212823241,212823241,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội","Nhà bà Hoàng Thn Bny, Khu X2, Thôn nông Trù, Xã nông Anh, TP Hà Nni",0305187264,70,70,142305341,142305341
<177639810049.27.11841099453335858162@hoabinh.vn>,BH26_1647.eml,HỘ KINH DOANH HOÀ BÌNH <dathang@hoabinh.vn>,Đơn đặt hàng BH26.1647 ngày 25/03/2026,2026-03-25 16:54:40+07:00,BH26_1647.pdf,BH26.1647,BH26.1647,2026-03-25,2026-03-25,HỘ KINH DOANH HOÀ BÌNH,Hn KINH DOANH HOÀ BÌNH,212823241,212823241,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội","Nhà bà Hoàng Thn Bny, Khu X2, Thôn nông Trù, Xã nông Anh, TP Hà Nni",0323990484,29,29,60244434,60244434
<177639810050.27.7491084881755868999@vinhphat.vn>,BH26_1648.eml,CỬA HÀNG XE ĐẠP VĨNH PHÁT <dathang@vinhphat.vn>,Đơn đặt hàng BH26.1648 ngày 25/03/2026,2026-03-25 17:21:25+07:00,BH26_1648.pdf,BH26.1648,BH26.1648,2026-03-25,2026-03-25,CỬA HÀNG XE ĐẠP VĨNH PHÁT,CnA HÀNG XE nnP VnNH PHÁT,286247842,286247842,"Phố Giếng Khía, Xã Gia Lộc, TP Hải Phòng","Phn Ginng Khía, Xã Gia Lnc, TP Hni Phòng",0762409532,25,25,41227770,41227770
<177639810054.27.4459276498254271548@vinhphat.vn>,BH26_1649.eml,CỬA HÀNG XE ĐẠP VĨNH PHÁT <dathang@vinhphat.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1649,2026-03-25 15:46:07+07:00,BH26_1649.pdf,BH26.1649,BH26.1649,2026-03-25,2026-03-25,CỬA HÀNG XE ĐẠP VĨNH PHÁT,CnA HÀNG XE nnP VnNH PHÁT,286247842,286247842,"Phố Giếng Khía, Xã Gia Lộc, TP Hải Phòng","Phn Ginng Khía, Xã Gia Lnc, TP Hni Phòng",0909210641,25,25,37988415,37988415
<177639810050.27.12702678318708579362@vinhphat.vn>,BH26_1650.eml,CỬA HÀNG XE ĐẠP VĨNH PHÁT <dathang@vinhphat.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1650,2026-03-25 16:44:34+07:00,BH26_1650.pdf,BH26.1650,BH26.1650,2026-03-25,2026-03-25,CỬA HÀNG XE ĐẠP VĨNH PHÁT,CnA HÀNG XE nnP VnNH PHÁT,286247842,286247842,"Phố Giếng Khía, Xã Gia Lộc, TP Hải Phòng","Phn Ginng Khía, Xã Gia Lnc, TP Hni Phòng",0812609232,18,18,29169440,29169440
<177639810051.27.7666867979342707821@vinhphat.vn>,BH26_1651.eml,CỬA HÀNG XE ĐẠP VĨNH PHÁT <dathang@vinhphat.vn>,[ĐẶT HÀNG] BH26.1651,2026-03-25 09:33:30+07:00,BH26_1651.pdf,BH26.1651,BH26.1651,2026-03-25,2026-03-25,CỬA HÀNG XE ĐẠP VĨNH PHÁT,CnA HÀNG XE nnP VnNH PHÁT,286247842,286247842,"Phố Giếng Khía, Xã Gia Lộc, TP Hải Phòng","Phn Ginng Khía, Xã Gia Lnc, TP Hni Phòng",0387737376,1,1,1799444,1799444
