message_id,so_number,line_no,raw_product_code,raw_product_name,quantity,unit_price,line_total
<177639809886.27.3229459620821208167@vinhphat.vn>,BH26.1351,12,000116002023000,Xe nnp thnng nhnt TE Love 16 Kem,2,787037,1574074
<177639809887.27.9180340365413516663@sanlap.vn>,BH26.1352,1,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,1,2861111,2861111
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,1,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,2,1000210020090000,Xe nnp Thnng Nhnt TE Love 12 Hnng,5,882777,4413885
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,3,1000220020090000,Xe nnp Thnng Nhnt TE Love 16 Hnng,1,943888,943888
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,4,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,2,1591666,3183332
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,5,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,3,1591666,4774998
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,6,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,2,1310555,2621110
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,7,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,2,1310555,2621110
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,8,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,2,1310555,2621110
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,9,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,3,1310555,3931665
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,10,000217003005000,Xe nnp Thnng Nhnt GN 06-26 2.0 Cam,1,1591666,1591666
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,11,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,3,943888,2831664
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,12,1000220020090000,Xe nnp Thnng Nhnt TE Love 16 Hnng,5,943888,4719440
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,13,1000220020220000,Xe nnp Thnng Nhnt TE Love 16 Xanh dnnng,2,943888,1887776
<177639809885.27.4504647595720970208@vinhphat.vn>,BH26.1353,14,000116002023000,Xe nnp thnng nhnt TE Love 16 Kem,2,787037,1574074
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,1,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,3,1591666,4774998
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,2,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,3,1591666,4774998
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,3,1000210020090000,Xe nnp Thnng Nhnt TE Love 12 Hnng,10,882777,8827770
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,4,1000220020090000,Xe nnp Thnng Nhnt TE Love 16 Hnng,6,943888,5663328
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,5,1000220020220000,Xe nnp Thnng Nhnt TE Love 16 Xanh dnnng,1,943888,943888
<177639809880.27.12439700047207271073@vinhphat.vn>,BH26.1354,6,000116002023000,Xe nnp thnng nhnt TE Love 16 Kem,1,787037,787037
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,1,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,1,1799444,1799444
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,2,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,3,000208002023000,Xe nnp Thnng Nhnt 219-24 Xanh Tím,5,1408333,7041665
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,4,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,1,1310555,1310555
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,5,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,1,1310555,1310555
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,6,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,2,1310555,2621110
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,7,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222
<177639809881.27.17600768881059187635@ngocanh.vn>,BH26.1355,8,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809879.27.11497106657996698353@phuthinh.vn>,BH26.1356,1,000225002004000,Xe nnp Thnng Nhnt New 26 nn tnni,5,1616111,8080555
<177639809879.27.11497106657996698353@phuthinh.vn>,BH26.1356,2,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,5,1616111,8080555
<177639809879.27.11497106657996698353@phuthinh.vn>,BH26.1356,3,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,5,1616111,8080555
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,1,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,4,1591666,6366664
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,2,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,2,1616111,3232222
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,3,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,1,1616111,1616111
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,4,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,5,000216002007000,Xe nnp Thnng Nhnt GN 06-24 Coban,2,1408333,2816666
<177639809870.27.13393276732587909817@leanh.vn>,BH26.1357,6,000208002023000,Xe nnp Thnng Nhnt 219-24 Xanh Tím,5,1408333,7041665
<177639809870.27.10697698148744269037@vanloi.vn>,BH26.1358,1,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,2,1616111,3232222
<177639809870.27.10697698148744269037@vanloi.vn>,BH26.1358,2,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,3,1591666,4774998
<177639809870.27.10697698148744269037@vanloi.vn>,BH26.1358,3,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,3,1591666,4774998
<177639809870.27.10697698148744269037@vanloi.vn>,BH26.1358,4,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,1,1616111,1616111
<177639809870.27.10697698148744269037@vanloi.vn>,BH26.1358,5,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,1,1616111,1616111
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,1,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,1,1616111,1616111
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,2,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,3,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,4,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,5,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,6,000335002001000,Xe nnp Thnng Nhnt Super 24 nen,1,2105000,2105000
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,7,000218002001000,Xe nnp Thnng Nhnt GN 06-27 nen,1,1530555,1530555
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,8,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,9,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,10,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809870.27.15961240819375608262@chithanh.vn>,BH26.1359,11,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,1,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,5,1616111,8080555
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,2,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,5,1616111,8080555
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,3,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,1,1310555,1310555
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,4,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,5,1799444,8997220
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,5,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,2,1799444,3598888
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,6,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,2,1799444,3598888
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,7,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,5,1377777,6888885
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,8,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,3,1377777,4133331
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,9,000334002001000,Xe nnp Thnng Nhnt Super 20 nen,1,1652777,1652777
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,10,000334002004000,Xe nnp Thnng Nhnt Super 20 nn,1,1652777,1652777
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,11,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,12,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222
<177639809871.27.8934521615767595699@dailoi.vn>,BH26.1360,13,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,3,943888,2831664
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,1,000224002026000,Xe nnp Thnng Nhnt New 24 Xanh mint,1,1555000,1555000
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,2,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,4,1616111,6464444
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,3,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,4,1616111,6464444
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,4,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,2,1616111,3232222
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,5,000131002008001,Xe nnp Thnng Nhnt GN 06 20 2024 Ghi,2,1169907,2339814
<177639809871.27.14072517088527414712@ngocanh.vn>,BH26.1361,6,000131002001002,Xe nnp Thnng Nhnt GN 06 20 2024 nen,3,1169907,3509721
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,1,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,2,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,5,1616111,8080555
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,3,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,4,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,5,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,1,1799444,1799444
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,6,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,2,1616111,3232222
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,7,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,5,1616111,8080555
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,8,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,1,1555000,1555000
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,9,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,1,1555000,1555000
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,10,000122002009001,Xe nnp Thnng Nhnt Bubbles 20 Hnng dn quan,2,1310555,2621110
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,11,000122002022000,Xe nnp Thnng Nhnt Bubbles 20 Xanh,2,1310555,2621110
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,12,000214004000000,Xe nnp Thnng Nhnt GN 05-26,1,1530555,1530555
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,13,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,14,000331002004000,Xe nnp Thnng Nhnt MTB 26-02 nn tnni,1,1799444,1799444
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,15,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,1,1799444,1799444
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,16,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,8,1744444,13955552
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,17,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,7,1744444,12211108
<177639809873.27.17208086854802437876@minhphuong.vn>,BH26.1362,18,000219002001000,Xe nnp Thnng Nhnt GN 2.0 700C nen,5,1744444,8722220
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,1,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,2,1616111,3232222
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,2,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,2,1616111,3232222
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,3,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,2,1616111,3232222
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,4,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,1,1555000,1555000
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,5,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,1,1555000,1555000
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,6,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,2,1555000,3110000
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,7,000214004000000,Xe nnp Thnng Nhnt GN 05-26,2,1530555,3061110
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,8,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,9,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,10,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,11,000219002001000,Xe nnp Thnng Nhnt GN 2.0 700C nen,1,1744444,1744444
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,12,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,2,1744444,3488888
<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,13,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,1,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,2,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,3,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,1,1555000,1555000
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,4,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,3,1616111,4848333
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,5,000225002004000,Xe nnp Thnng Nhnt New 26 nn tnni,3,1616111,4848333
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,6,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,3,1555000,4665000
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,7,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,1,1555000,1555000
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,8,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,2,1326851,2653702
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,9,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809873.27.7064565259790537885@daiduong.vn>,BH26.1364,10,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,4,1616111,6464444
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,1,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,2,1591666,3183332
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,2,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,3,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,2,1616111,3232222
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,4,000208002023000,Xe nnp Thnng Nhnt 219-24 Xanh Tím,3,1408333,4224999
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,5,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,4,1799444,7197776
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,6,000331002004000,Xe nnp Thnng Nhnt MTB 26-02 nn tnni,1,1799444,1799444
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,7,1000400050080010,Xe nnp Thnng Nhnt MTB SPD 27.5 17 Ghi,1,2960555,2960555
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,8,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,2,1744444,3488888
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,9,000219002001000,Xe nnp Thnng Nhnt GN 2.0 700C nen,2,1744444,3488888
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,10,100029005080000,Xe nnp Thnng Nhnt CPD 700C Ghi,1,2960555,2960555
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,11,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,12,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,3,1799444,5398332
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,13,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,5,1799444,8997220
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,14,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,5,1744444,8722220
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,15,000214004000000,Xe nnp Thnng Nhnt GN 05-26,5,1530555,7652775
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,16,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,2,1555000,3110000
<177639809874.27.7577463134098167087@namtien.vn>,BH26.1365,17,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,2,1555000,3110000
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,1,100029005090000,Xe nnp Thnng Nhnt CPD 700C Hnng,2,2960555,5921110
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,2,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,4,1799444,7197776
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,3,000331002004000,Xe nnp Thnng Nhnt MTB 26-02 nn tnni,1,1799444,1799444
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,4,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,4,1799444,7197776
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,5,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,1,1799444,1799444
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,6,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,7,000219002001000,Xe nnp Thnng Nhnt GN 2.0 700C nen,2,1744444,3488888
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,8,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,9,100029005010000,Xe nnp Thnng Nhnt CPD 700C nen,1,2960555,2960555
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,10,000122002022000,Xe nnp Thnng Nhnt Bubbles 20 Xanh,3,1310555,3931665
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,11,000122002009001,Xe nnp Thnng Nhnt Bubbles 20 Hnng dn quan,4,1310555,5242220
<177639809880.27.1481556135551676914@truongthinh.vn>,BH26.1366,12,000122002019000,Xe nnp Thnng Nhnt Bubbles 20 Vàng chanh,3,1310555,3931665
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,1,000106002001000,Xe nnp Thnng Nhnt Batwheels 16 nen,4,1262037,5048148
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,2,000106002004000,Xe nnp Thnng Nhnt Batwheels 16 nn,4,1262037,5048148
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,3,000105002013000,Xe nnp Thnng Nhnt Batwheels 12 Xanh,2,1132407,2264814
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,4,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,4,1326851,5307404
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,5,000106002013000,Xe nnp Thnng Nhnt Batwheels 16 Xanh,4,1262037,5048148
<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,6,000105002004000,Xe nnp Thnng Nhnt Batwheels 12 nn,2,1132407,2264814
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,1,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,1,1616111,1616111
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,2,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,1,1616111,1616111
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,3,000335002013000,Xe nnp Thnng Nhnt Super 24 Xanh,1,2105000,2105000
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,4,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,5,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,6,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,7,000214004000000,Xe nnp Thnng Nhnt GN 05-26,1,1530555,1530555
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,8,000214004000000,Xe nnp Thnng Nhnt GN 05-26,1,1530555,1530555
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,9,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,1,1799444,1799444
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,10,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,11,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,1,1799444,1799444
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,12,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,13,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,14,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,15,000214004000000,Xe nnp Thnng Nhnt GN 05-26,2,1530555,3061110
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,16,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,1,1799444,1799444
<177639809879.27.14416596964184459568@sonha.vn>,BH26.1368,17,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,1,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,5,1799444,8997220
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,2,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,1,1799444,1799444
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,3,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,1,1555000,1555000
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,4,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,1,1555000,1555000
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,5,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,5,1799444,8997220
<177639809875.27.14617082954609296084@mattroi.vn>,BH26.1369,6,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,1,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,1,1616111,1616111
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,2,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,3,1744444,5233332
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,3,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,4,1744444,6977776
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,4,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,5,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,3,1799444,5398332
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,6,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,3,1799444,5398332
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,7,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,1,1555000,1555000
<177639809875.27.2805847914727269851@phuthinh.vn>,BH26.1370,8,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,2,1555000,3110000
