message_id,from_address,subject,received_at,attachment_name,so_number,processing_status,error_message
<177639809955.27.11808529524132526409@phuthinh.vn>,CÔNG TY TNHH PHÚ THỊNH <dathang@phuthinh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1508,2026-03-21 15:08:16+07:00,BH26_1508.pdf,BH26.1508,SUCCESS,
<177639809956.27.7471527320524423320@daiduong.vn>,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG <dathang@daiduong.vn>,Yêu cầu cung cấp hàng - BH26.1509,2026-03-21 14:45:29+07:00,BH26_1509.pdf,BH26.1509,SUCCESS,
<177639809956.27.3170500582484214268@vanloi.vn>,CÔNG TY CỔ PHẦN VẠN LỢI <dathang@vanloi.vn>,Đơn đặt hàng BH26.1510 ngày 21/03/2026,2026-03-21 15:41:54+07:00,BH26_1510.pdf,BH26.1510,SUCCESS,
<177639809957.27.8487289742478374157@toanthang.vn>,CÔNG TY CỔ PHẦN TOÀN THẮNG <dathang@toanthang.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1511,2026-03-21 10:25:33+07:00,BH26_1511.pdf,BH26.1511,SUCCESS,
<177639809957.27.6675004018071570377@thienan.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN <dathang@thienan.vn>,Yêu cầu cung cấp hàng - BH26.1512,2026-03-21 07:46:47+07:00,BH26_1512.pdf,BH26.1512,SUCCESS,
<177639809949.27.10941395654369429104@namtien.vn>,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN <dathang@namtien.vn>,[ĐẶT HÀNG] BH26.1513,2026-03-21 09:24:05+07:00,BH26_1513.pdf,BH26.1513,SUCCESS,
<177639809952.27.9175139833326769742@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1514 ngày 21/03/2026,2026-03-21 15:51:11+07:00,BH26_1514.pdf,BH26.1514,SUCCESS,
<177639809948.27.9451121266607256614@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH <dathang@binhminh.vn>,Purchase Order BH26.1515,2026-03-21 08:14:19+07:00,BH26_1515.pdf,BH26.1515,SUCCESS,
<177639809948.27.7821691982131286137@vanloi.vn>,CÔNG TY TNHH VẠN LỢI <dathang@vanloi.vn>,Purchase Order BH26.1516,2026-03-21 15:17:45+07:00,BH26_1516.pdf,BH26.1516,SUCCESS,
<177639809940.27.4171898893249296340@longphu.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1517 ngày 21/03/2026,2026-03-21 08:00:53+07:00,BH26_1517.pdf,BH26.1517,SUCCESS,
<177639809940.27.10347990664093636285@longphu.vn>,HỘ KINH DOANH LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1518,2026-03-21 11:30:59+07:00,BH26_1518.pdf,BH26.1518,SUCCESS,
<177639809940.27.11468779890451704889@longphu.vn>,HỘ KINH DOANH LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1519,2026-03-21 10:23:46+07:00,BH26_1519.pdf,BH26.1519,SUCCESS,
<177639809941.27.10270035898700132011@anphat.vn>,CÔNG TY TNHH AN PHÁT <dathang@anphat.vn>,[ĐẶT HÀNG] BH26.1520,2026-03-21 14:39:02+07:00,BH26_1520.pdf,BH26.1520,SUCCESS,
<177639809943.27.12134844291069016008@anphat.vn>,CÔNG TY TNHH AN PHÁT <dathang@anphat.vn>,[ĐẶT HÀNG] BH26.1521,2026-03-21 13:46:57+07:00,BH26_1521.pdf,BH26.1521,SUCCESS,
<177639809943.27.534091991998755906@taybac.vn>,HỘ KINH DOANH TÂY BẮC <dathang@taybac.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1522,2026-03-21 07:58:40+07:00,BH26_1522.pdf,BH26.1522,SUCCESS,
<177639809943.27.14063973243877069066@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG <dathang@daiduong.vn>,Yêu cầu cung cấp hàng - BH26.1523,2026-03-21 15:28:03+07:00,BH26_1523.pdf,BH26.1523,SUCCESS,
<177639809944.27.6475239275553013689@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG <dathang@daiduong.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1524,2026-03-21 12:50:49+07:00,BH26_1524.pdf,BH26.1524,SUCCESS,
<177639809939.27.2119259984957569828@phuthinh.vn>,CỬA HÀNG XE ĐẠP PHÚ THỊNH <dathang@phuthinh.vn>,Yêu cầu cung cấp hàng - BH26.1525,2026-03-21 10:51:52+07:00,BH26_1525.pdf,BH26.1525,SUCCESS,
<177639809944.27.2642523575137817229@hungcuong.vn>,DOANH NGHIỆP TW HÙNG CƯỜNG <dathang@hungcuong.vn>,Đơn đặt hàng BH26.1526 ngày 21/03/2026,2026-03-21 08:26:28+07:00,BH26_1526.pdf,BH26.1526,SUCCESS,
<177639809948.27.7640341458174201543@hungcuong.vn>,DOANH NGHIỆP TW HÙNG CƯỜNG <dathang@hungcuong.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1527,2026-03-21 11:14:08+07:00,BH26_1527.pdf,BH26.1527,SUCCESS,
<177639809945.27.17926736296954793860@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG <dathang@daiduong.vn>,Yêu cầu cung cấp hàng - BH26.1528,2026-03-21 10:01:14+07:00,BH26_1528.pdf,BH26.1528,SUCCESS,
<177639809945.27.9785678371156471346@vinhphat.vn>,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT <dathang@vinhphat.vn>,Yêu cầu cung cấp hàng - BH26.1529,2026-03-21 09:05:03+07:00,BH26_1529.pdf,BH26.1529,SUCCESS,
<177639809945.27.8368287785676317792@hoabinh.vn>,CÔNG TY TNHH HOÀ BÌNH <dathang@hoabinh.vn>,Purchase Order BH26.1530,2026-03-21 07:32:58+07:00,BH26_1530.pdf,BH26.1530,SUCCESS,
<177639809946.27.5748694739511397541@hoabinh.vn>,CÔNG TY TNHH HOÀ BÌNH <dathang@hoabinh.vn>,Yêu cầu cung cấp hàng - BH26.1531,2026-03-21 13:07:14+07:00,BH26_1531.pdf,BH26.1531,SUCCESS,
<177639809944.27.1283624516560997785@triduc.vn>,CỬA HÀNG XE ĐẠP TRÍ ĐỨC <dathang@triduc.vn>,Yêu cầu cung cấp hàng - BH26.1532,2026-03-21 11:39:55+07:00,BH26_1532.pdf,BH26.1532,NEEDS_REVIEW,CUSTOMER_NEEDS_REVIEW: tax_id=298355399 name=CỬA HÀNG XE ĐẠP TRÍ ĐỨC best=KH-00035 confidence=83.72
<177639809946.27.17365901774457582320@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH <dathang@quangvinh.vn>,Purchase Order BH26.1533,2026-03-21 07:01:44+07:00,BH26_1533.pdf,BH26.1533,SUCCESS,
<177639809946.27.16294787226225589911@triduc.vn>,CÔNG TY TNHH TRÍ ĐỨC <dathang@triduc.vn>,Yêu cầu cung cấp hàng - BH26.1534,2026-03-21 07:52:20+07:00,BH26_1534.pdf,BH26.1534,SUCCESS,
<177639809947.27.13916885579608097746@tuanh.vn>,CÔNG TY CỔ PHẦN TÚ ANH <dathang@tuanh.vn>,Purchase Order BH26.1535,2026-03-21 09:42:02+07:00,BH26_1535.pdf,BH26.1535,SUCCESS,
<177639809947.27.1504913546495473340@dailoi.vn>,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI <dathang@dailoi.vn>,Purchase Order BH26.1536,2026-03-21 09:20:46+07:00,BH26_1536.pdf,BH26.1536,SUCCESS,
<177639809958.27.16058341104592942922@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Yêu cầu cung cấp hàng - BH26.1537,2026-03-22 11:18:38+07:00,BH26_1537.pdf,BH26.1537,SUCCESS,
<177639809969.27.10545204605712603273@binhminh.vn>,CÔNG TY TNHH BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1538 ngày 23/03/2026,2026-03-23 11:44:52+07:00,BH26_1538.pdf,BH26.1538,SUCCESS,
<177639809969.27.11160387793217098751@truongthinh.vn>,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH <dathang@truongthinh.vn>,Purchase Order BH26.1539,2026-03-23 09:02:57+07:00,BH26_1539.pdf,BH26.1539,SUCCESS,
<177639809969.27.17666859317134808265@binhminh.vn>,CÔNG TY TNHH BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1540 ngày 23/03/2026,2026-03-23 14:11:01+07:00,BH26_1540.pdf,BH26.1540,SUCCESS,
<177639809970.27.14959697200689387867@xuanmai.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1541,2026-03-23 07:38:02+07:00,BH26_1541.pdf,BH26.1541,SUCCESS,
<177639809970.27.18121815419691698609@vietanh.vn>,CÔNG TY CỔ PHẦN VIỆT ANH <dathang@vietanh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1542,2026-03-23 10:13:41+07:00,BH26_1542.pdf,BH26.1542,SUCCESS,
<177639809974.27.12523452487092353715@minhphuong.vn>,CÔNG TY CỔ PHẦN MINH PHƯƠNG <dathang@minhphuong.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1543,2026-03-23 17:25:59+07:00,BH26_1543.pdf,BH26.1543,SUCCESS,
<177639809971.27.11918941093639102363@phuthinh.vn>,CÔNG TY CỔ PHẦN PHÚ THỊNH <dathang@phuthinh.vn>,[ĐẶT HÀNG] BH26.1544,2026-03-23 12:39:04+07:00,BH26_1544.pdf,BH26.1544,SUCCESS,
<177639809972.27.13053316477387284983@minhphuong.vn>,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG <dathang@minhphuong.vn>,Đơn đặt hàng BH26.1545 ngày 23/03/2026,2026-03-23 14:12:08+07:00,BH26_1545.pdf,BH26.1545,SUCCESS,
<177639809973.27.9667358532004868689@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1546 ngày 23/03/2026,2026-03-23 08:01:39+07:00,BH26_1546.pdf,BH26.1546,SUCCESS,
<177639809973.27.6712732497884714873@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1547,2026-03-23 09:26:02+07:00,BH26_1547.pdf,BH26.1547,SUCCESS,
<177639809974.27.7146574197323183807@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1548,2026-03-23 14:05:55+07:00,BH26_1548.pdf,BH26.1548,SUCCESS,
<177639809977.27.2378738196572232644@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1549,2026-03-23 16:21:17+07:00,BH26_1549.pdf,BH26.1549,SUCCESS,
<177639809974.27.11637803221544257196@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1550,2026-03-23 16:52:54+07:00,BH26_1550.pdf,BH26.1550,SUCCESS,
<177639809975.27.6081721077793266036@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1551,2026-03-23 10:51:15+07:00,BH26_1551.pdf,BH26.1551,SUCCESS,
<177639809975.27.7130850963701253322@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1552,2026-03-23 10:46:16+07:00,BH26_1552.pdf,BH26.1552,SUCCESS,
<177639809975.27.15708624867098532815@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1553,2026-03-23 14:59:18+07:00,BH26_1553.pdf,BH26.1553,SUCCESS,
<177639809976.27.11117867623793431356@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1554,2026-03-23 09:50:23+07:00,BH26_1554.pdf,BH26.1554,SUCCESS,
<177639809976.27.1503446229585442552@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1555,2026-03-23 15:59:57+07:00,BH26_1555.pdf,BH26.1555,SUCCESS,
<177639809977.27.16910987202332501624@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1556,2026-03-23 08:29:01+07:00,BH26_1556.pdf,BH26.1556,SUCCESS,
<177639809977.27.12102073471723042142@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1557,2026-03-23 10:36:39+07:00,BH26_1557.pdf,BH26.1557,SUCCESS,
<177639809978.27.1562789962814908818@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1558,2026-03-23 16:46:00+07:00,BH26_1558.pdf,BH26.1558,SUCCESS,
<177639809968.27.17602463753212243308@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1559 ngày 23/03/2026,2026-03-23 14:03:03+07:00,BH26_1559.pdf,BH26.1559,SUCCESS,
<177639809968.27.756735497230364182@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1560,2026-03-23 07:19:10+07:00,BH26_1560.pdf,BH26.1560,SUCCESS,
<177639809967.27.1665676526805615015@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1561,2026-03-23 10:46:00+07:00,BH26_1561.pdf,BH26.1561,SUCCESS,
<177639809967.27.11891997348909589650@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1562,2026-03-23 13:49:32+07:00,BH26_1562.pdf,BH26.1562,SUCCESS,
<177639809967.27.7092449909480043090@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1563,2026-03-23 15:45:57+07:00,BH26_1563.pdf,BH26.1563,SUCCESS,
<177639809959.27.1408950810855522013@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1564,2026-03-23 15:23:12+07:00,BH26_1564.pdf,BH26.1564,SUCCESS,
<177639809959.27.9787931392321051024@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1565,2026-03-23 07:57:41+07:00,BH26_1565.pdf,BH26.1565,SUCCESS,
<177639809960.27.14318883500842454362@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1566,2026-03-23 10:11:49+07:00,BH26_1566.pdf,BH26.1566,SUCCESS,
<177639809960.27.17676100882346116174@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1567,2026-03-23 13:46:06+07:00,BH26_1567.pdf,BH26.1567,SUCCESS,
<177639809960.27.2724396582255870974@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1568 ngày 23/03/2026,2026-03-23 11:50:31+07:00,BH26_1568.pdf,BH26.1568,SUCCESS,
<177639809961.27.4721780303029165650@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1569 ngày 23/03/2026,2026-03-23 12:41:36+07:00,BH26_1569.pdf,BH26.1569,SUCCESS,
<177639809961.27.2819949832627999212@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1570,2026-03-23 07:43:21+07:00,BH26_1570.pdf,BH26.1570,SUCCESS,
<177639809962.27.1390022595722571868@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1571,2026-03-23 13:51:49+07:00,BH26_1571.pdf,BH26.1571,SUCCESS,
<177639809963.27.11583610316270427985@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1572 ngày 23/03/2026,2026-03-23 11:58:23+07:00,BH26_1572.pdf,BH26.1572,SUCCESS,
<177639809963.27.10399084148708039825@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1573,2026-03-23 11:33:53+07:00,BH26_1573.pdf,BH26.1573,SUCCESS,
<177639809963.27.12564694850897409140@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1574,2026-03-23 17:50:35+07:00,BH26_1574.pdf,BH26.1574,SUCCESS,
<177639809964.27.11861105764368287899@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1575,2026-03-23 09:04:08+07:00,BH26_1575.pdf,BH26.1575,SUCCESS,
<177639809964.27.5962139604304832711@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1576,2026-03-23 10:02:56+07:00,BH26_1576.pdf,BH26.1576,SUCCESS,
<177639809964.27.5831733337669063136@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1577,2026-03-23 08:42:37+07:00,BH26_1577.pdf,BH26.1577,SUCCESS,
<177639809965.27.8650067256878511451@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1578,2026-03-23 14:51:14+07:00,BH26_1578.pdf,BH26.1578,SUCCESS,
<177639809965.27.14689689856234595282@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1579,2026-03-23 08:25:08+07:00,BH26_1579.pdf,BH26.1579,SUCCESS,
<177639809966.27.6492188052803374029@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Purchase Order BH26.1580,2026-03-23 14:41:50+07:00,BH26_1580.pdf,BH26.1580,SUCCESS,
<177639809966.27.8517645453313368968@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1581 ngày 23/03/2026,2026-03-23 08:46:02+07:00,BH26_1581.pdf,BH26.1581,SUCCESS,
<177639809966.27.6802008099978762422@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1582,2026-03-23 14:45:13+07:00,BH26_1582.pdf,BH26.1582,SUCCESS,
<177639809959.27.4087283080118294451@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Đơn đặt hàng BH26.1583 ngày 23/03/2026,2026-03-23 16:13:54+07:00,BH26_1583.pdf,BH26.1583,SUCCESS,
<177639809990.27.13123031758847300102@binhminh.vn>,CÔNG TY TNHH BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1584 ngày 24/03/2026,2026-03-24 08:03:53+07:00,BH26_1584.pdf,BH26.1584,SUCCESS,
<177639809993.27.2299898915570713779@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH <dathang@quangvinh.vn>,[ĐẶT HÀNG] BH26.1585,2026-03-24 15:10:44+07:00,BH26_1585.pdf,BH26.1585,SUCCESS,
<177639809993.27.2957240683433009130@binhminh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1586 ngày 24/03/2026,2026-03-24 13:19:24+07:00,BH26_1586.pdf,BH26.1586,SUCCESS,
<177639809993.27.9469686589807535578@vanloi.vn>,CÔNG TY TNHH VẠN LỢI <dathang@vanloi.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1587,2026-03-24 17:03:39+07:00,BH26_1587.pdf,BH26.1587,SUCCESS,
<177639809994.27.1691816752536499123@sonha.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ <dathang@sonha.vn>,[ĐẶT HÀNG] BH26.1588,2026-03-24 13:05:32+07:00,BH26_1588.pdf,BH26.1588,SUCCESS,
<177639809997.27.706569240869190169@sonha.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ <dathang@sonha.vn>,Đơn đặt hàng BH26.1589 ngày 24/03/2026,2026-03-24 08:33:31+07:00,BH26_1589.pdf,BH26.1589,SUCCESS,
<177639809994.27.15065515883882838938@sonha.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ <dathang@sonha.vn>,Yêu cầu cung cấp hàng - BH26.1590,2026-03-24 13:58:25+07:00,BH26_1590.pdf,BH26.1590,SUCCESS,
<177639809994.27.17164177561140226117@sonha.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ <dathang@sonha.vn>,Yêu cầu cung cấp hàng - BH26.1591,2026-03-24 11:21:48+07:00,BH26_1591.pdf,BH26.1591,SUCCESS,
<177639809995.27.7313284807925055068@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH <dathang@quangvinh.vn>,[ĐẶT HÀNG] BH26.1592,2026-03-24 14:31:37+07:00,BH26_1592.pdf,BH26.1592,SUCCESS,
<177639809995.27.7123507482552169383@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH <dathang@quangvinh.vn>,[ĐẶT HÀNG] BH26.1593,2026-03-24 12:05:14+07:00,BH26_1593.pdf,BH26.1593,SUCCESS,
<177639809996.27.4142009085404530415@phuthinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH <dathang@phuthinh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1594,2026-03-24 10:23:22+07:00,BH26_1594.pdf,BH26.1594,SUCCESS,
<177639809996.27.1827761029443656541@phuthinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH <dathang@phuthinh.vn>,[ĐẶT HÀNG] BH26.1595,2026-03-24 17:44:26+07:00,BH26_1595.pdf,BH26.1595,SUCCESS,
<177639809996.27.6185015344418247373@hungcuong.vn>,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG <dathang@hungcuong.vn>,Purchase Order BH26.1596,2026-03-24 12:14:16+07:00,BH26_1596.pdf,BH26.1596,SUCCESS,
<177639809998.27.11351171817304198109@vinhphat.vn>,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,Purchase Order BH26.1597,2026-03-24 11:59:04+07:00,BH26_1597.pdf,BH26.1597,SUCCESS,
<177639809997.27.8715255191435952477@thienan.vn>,HỘ KINH DOANH THIÊN AN <dathang@thienan.vn>,Yêu cầu cung cấp hàng - BH26.1598,2026-03-24 11:02:46+07:00,BH26_1598.pdf,BH26.1598,SUCCESS,
<177639810003.27.11657511053619960676@vinhphat.vn>,CỬA HÀNG XE ĐẠP VĨNH PHÁT <dathang@vinhphat.vn>,Purchase Order BH26.1599,2026-03-24 08:49:31+07:00,BH26_1599.pdf,BH26.1599,SUCCESS,
<177639810003.27.9220221690820670662@thanhbinh.vn>,CÔNG TY TNHH THANH BÌNH <dathang@thanhbinh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1600,2026-03-24 14:39:48+07:00,BH26_1600.pdf,BH26.1600,SUCCESS,
<177639810001.27.1158587500441462261@thanhbinh.vn>,CÔNG TY TNHH THANH BÌNH <dathang@thanhbinh.vn>,Yêu cầu cung cấp hàng - BH26.1601,2026-03-24 16:27:14+07:00,BH26_1601.pdf,BH26.1601,SUCCESS,
<177639810000.27.11786579044550160332@khaihoan.vn>,HỘ KINH DOANH KHẢI HOÀN <dathang@khaihoan.vn>,[ĐẶT HÀNG] BH26.1602,2026-03-24 12:24:36+07:00,BH26_1602.pdf,BH26.1602,SUCCESS,
<177639810000.27.2247705255151681210@khaihoan.vn>,HỘ KINH DOANH KHẢI HOÀN <dathang@khaihoan.vn>,Yêu cầu cung cấp hàng - BH26.1603,2026-03-24 11:38:44+07:00,BH26_1603.pdf,BH26.1603,SUCCESS,
<177639810003.27.13254803379016673353@vinhphat.vn>,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,[ĐẶT HÀNG] BH26.1604,2026-03-24 10:11:24+07:00,BH26_1604.pdf,BH26.1604,SUCCESS,
<177639809999.27.11231855367865241369@vinhphat.vn>,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,Purchase Order BH26.1605,2026-03-24 07:44:01+07:00,BH26_1605.pdf,BH26.1605,SUCCESS,
<177639810000.27.14317857897893510646@vinhphat.vn>,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,Purchase Order BH26.1606,2026-03-24 09:55:39+07:00,BH26_1606.pdf,BH26.1606,SUCCESS,
<177639809999.27.2758150180564902989@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1607 ngày 24/03/2026,2026-03-24 10:48:52+07:00,BH26_1607.pdf,BH26.1607,SUCCESS,
<177639809998.27.350559852424602615@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1608 ngày 24/03/2026,2026-03-24 13:32:03+07:00,BH26_1608.pdf,BH26.1608,SUCCESS,
<177639809998.27.13998148508252105462@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Purchase Order BH26.1609,2026-03-24 10:42:18+07:00,BH26_1609.pdf,BH26.1609,SUCCESS,
<177639809989.27.962547445357622768@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,[ĐẶT HÀNG] BH26.1610,2026-03-24 13:53:32+07:00,BH26_1610.pdf,BH26.1610,SUCCESS,
<177639809990.27.6847654676608196814@xuanmai.vn>,CỬA HÀNG XE ĐẠP XUÂN MAI <dathang@xuanmai.vn>,Yêu cầu cung cấp hàng - BH26.1611,2026-03-24 12:40:55+07:00,BH26_1611.pdf,BH26.1611,SUCCESS,
<177639809989.27.2989445671940872607@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1612,2026-03-24 09:19:06+07:00,BH26_1612.pdf,BH26.1612,SUCCESS,
<177639809988.27.14193636067830180007@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ <dathang@longphu.vn>,[ĐẶT HÀNG] BH26.1613,2026-03-24 07:04:40+07:00,BH26_1613.pdf,BH26.1613,SUCCESS,
