customer_code,customer_name,recency_days,frequency,monetary,R_score,F_score,M_score,purchase_priority_score,priority_tier,churn_risk,dealer_segment,recommended_action,risk_reason,priority_reason
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,8,4,99445605.0,4,4,4,0.719464292643142,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.72"
KH-00671,HỘ KINH DOANH VIỆT ANH,12,4,158220697.0,4,4,4,0.7181946371950949,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.72"
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,13,4,152332645.0,4,4,4,0.7090786390086481,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.71"
KH-00030,CỬA HÀNG XE ĐẠP BÌNH MINH,21,4,1416561842.0,3,4,5,0.7084297575252363,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=5, score=0.71"
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,3,3,64565447.0,5,4,3,0.7083241504436399,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.71"
KH-00536,CỬA HÀNG XE ĐẠP LONG PHÚ,12,3,259185131.0,4,4,5,0.7080094520099097,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.71"
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,18,6,152198667.0,3,5,4,0.7067208247696614,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=4, score=0.71"
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,10,3,168819409.0,4,4,4,0.7065195769344444,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.71"
KH-00654,HỘ KINH DOANH TÂY BẮC,4,3,73293778.0,5,4,3,0.7064887243430943,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.71"
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,6,3,91132845.0,4,4,3,0.7055372450587751,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.71"
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,13,4,142479975.0,4,4,4,0.7048051347351438,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,6,3,90043875.0,4,4,3,0.7046825442040743,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.7"
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,11,4,109326647.0,4,4,4,0.7027850147510523,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00629,CÔNG TY TNHH ĐÔNG NAM,6,3,87491084.0,4,4,3,0.7015486410701711,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.7"
KH-00070,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,6,2,82150631.0,5,2,3,0.7015130285345585,B - High,LOW,Mới mua gần đây / có tiềm năng,Đề xuất combo sản phẩm để tăng đơn hàng,Đang hoạt động hoặc rủi ro thấp,"R=5, F=2, M=3, score=0.7"
KH-00049,CÔNG TY CỔ PHẦN THUỶ TIÊN,19,7,157368957.0,3,5,4,0.7011267887877026,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=4, score=0.7"
KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,21,5,265530196.0,3,5,5,0.6998376198597569,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.7"
KH-00639,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,13,4,132479689.0,4,4,4,0.6991071290371381,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00652,DOANH NGHIỆP TW XUÂN MAI,13,4,130260816.0,4,4,4,0.6982524281824373,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,7,3,95306648.0,4,4,4,0.6981371316936571,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00631,CÔNG TY TNHH VIỆT ANH,11,3,160676434.0,4,4,4,0.6963035332695707,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.7"
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,18,4,225759574.0,3,4,5,0.6924758105246471,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=5, score=0.69"
KH-00663,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,11,4,89744983.0,4,4,3,0.6913890033550408,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.69"
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,12,4,101779766.0,4,4,4,0.6908442098446675,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.69"
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,10,3,124538310.0,4,4,4,0.6888557592706268,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.69"
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,6,3,75543041.0,4,4,3,0.688443227964758,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.69"
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,20,6,138483758.0,3,5,4,0.6869253363907519,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=4, score=0.69"
KH-00044,CÔNG TY TNHH THƯƠNG MẠI NGỌC ANH,15,3,100591187.0,4,3,4,0.6866803177940085,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.69"
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,21,4,167712350.0,3,4,4,0.6864545138638374,B - High,LOW,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.69"
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,6,3,71900542.0,4,4,3,0.6861640256855558,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.69"
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,0,2,20111111.0,5,3,1,0.6851851851851851,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=1, score=0.69"
KH-00623,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,6,3,69902671.0,4,4,3,0.6844546239761541,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.68"
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,6,3,68879802.0,4,4,3,0.6838848234063535,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.68"
KH-00192,HỘ KINH DOANH KHẢI HOÀN,19,5,110575545.0,3,4,4,0.6827743597217804,B - High,LOW,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.68"
KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,25,9,576113694.0,3,5,5,0.6820231368940023,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.68"
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,30,6,486442458.0,3,5,5,0.6815711947233952,B - High,MEDIUM,Theo dõi thêm,Theo dõi thêm,Bắt đầu có dấu hiệu giảm nhịp mua,"R=3, F=5, M=5, score=0.68"
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,17,4,155829412.0,4,4,4,0.6813227043068716,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.68"
KH-00358,CÔNG TY TNHH SƠN HÀ,6,3,67151465.0,5,3,3,0.6810358205573507,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=3, score=0.68"
KH-00442,CÔNG TY TNHH HOÀ BÌNH,10,4,68451098.0,4,4,3,0.6788130242278918,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.68"
KH-00038,DOANH NGHIỆP TW TÂN TIẾN,12,4,141486064.0,4,4,4,0.6785256344078824,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.68"
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,6,3,64399524.0,4,4,3,0.6779019174234475,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.68"
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,14,3,176452921.0,4,4,4,0.6774940003583901,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.68"
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,15,4,58132765.0,4,4,3,0.6774922836059744,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.68"
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,11,3,113614426.0,4,4,4,0.6749360119020494,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.67"
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,13,4,84347851.0,4,4,3,0.6706171005471097,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.67"
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,6,3,58082391.0,4,4,3,0.6704945100160401,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.67"
KH-00601,HỘ KINH DOANH PHÚ THỊNH,4,3,40957770.0,5,4,2,0.6700214878758578,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=2, score=0.67"
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,11,3,103794046.0,4,4,4,0.6689531059191435,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.67"
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,10,3,89404799.0,4,4,3,0.668058038472906,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.67"
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,17,3,225404103.0,4,4,5,0.667718715702883,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.67"
KH-00490,CÔNG TY TNHH TÂN TIẾN,6,3,57262584.0,4,4,3,0.6676455071670372,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.67"
KH-00694,HỘ KINH DOANH NGỌC ANH,5,2,88149793.0,5,3,3,0.6674936749367862,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=3, score=0.67"
KH-00467,DOANH NGHIỆP TW TÂY BẮC,10,3,88352203.0,4,4,3,0.6666335370484046,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.67"
KH-00039,CÔNG TY CỔ PHẦN ĐÔNG NAM,13,3,219564815.0,4,3,5,0.666329552734812,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=5, score=0.67"
KH-00578,DOANH NGHIỆP TW NGỌC ANH,12,4,70058877.0,4,4,3,0.6637786827791404,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.66"
KH-00484,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,17,3,196730314.0,4,4,5,0.6634452114293787,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.66"
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,6,2,93938873.0,4,3,3,0.6626241396456697,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=3, score=0.66"
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,18,4,122140339.0,3,4,4,0.6599971780460147,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.66"
KH-00701,CÔNG TY TNHH THƯƠNG MẠI TRƯỜNG THỊNH,2,2,52662214.0,5,3,2,0.6599060772396987,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.66"
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,46,5,361208822.0,3,4,5,0.6595452506995129,B - High,MEDIUM,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Bắt đầu có dấu hiệu giảm nhịp mua,"R=3, F=4, M=5, score=0.66"
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,6,3,83140323.0,5,3,3,0.6584527942348416,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=3, score=0.66"
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,10,3,80828318.0,4,4,3,0.658086528501396,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.66"
KH-00673,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,7,3,56872208.0,4,4,2,0.6573963909529164,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=2, score=0.66"
KH-00621,CÔNG TY TNHH SƠN HÀ,6,2,83724512.0,4,3,3,0.6537922308137609,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=3, score=0.65"
KH-00487,DOANH NGHIỆP TW TRƯỜNG THỊNH,27,4,304637537.0,3,4,5,0.6523777284875573,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=5, score=0.65"
KH-00702,CỬA HÀNG XE ĐẠP YÊN BÌNH,18,3,184304216.0,3,4,4,0.652376095424932,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.65"
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,3,2,55772673.0,5,3,2,0.6520207316402211,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.65"
KH-00529,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,12,2,189530153.0,4,3,5,0.6519909334913913,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=5, score=0.65"
KH-00342,HỘ KINH DOANH VĨNH PHÁT,33,5,368069456.0,3,4,5,0.6519393522288008,B - High,MEDIUM,Theo dõi thêm,Theo dõi thêm,Bắt đầu có dấu hiệu giảm nhịp mua,"R=3, F=4, M=5, score=0.65"
KH-00003,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,6,3,7564814.0,5,3,1,0.6515486410701711,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=1, score=0.65"
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,15,3,125150065.0,4,4,4,0.6512102323239232,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.65"
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,15,3,121978308.0,4,4,4,0.6486461297598206,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.65"
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,17,3,148609865.0,4,4,4,0.6474907954749628,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.65"
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,6,2,78672394.0,4,3,3,0.6472395242610544,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=3, score=0.65"
KH-00664,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,12,3,84232104.0,4,4,3,0.6470407910412488,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.65"
KH-00662,DOANH NGHIỆP TW ĐẠI DƯƠNG,14,3,105613306.0,4,4,4,0.6470096698740597,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.65"
KH-00351,CÔNG TY TNHH AN PHÁT,10,3,66600633.0,4,3,3,0.6444113148261824,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=3, score=0.64"
KH-00407,DOANH NGHIỆP TW LONG PHÚ,20,4,114760435.0,3,4,4,0.6436204930859086,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.64"
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,18,4,92575900.0,3,4,3,0.6429031609519976,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=3, score=0.64"
KH-00686,CỬA HÀNG XE ĐẠP LONG PHÚ,4,2,52959434.0,5,3,2,0.639643994998365,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.64"
KH-00700,CÔNG TY TNHH TÂY BẮC,4,2,51236467.0,5,3,2,0.6370798924342624,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.64"
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,6,2,66708500.0,4,3,3,0.6361284131499433,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=3, score=0.64"
KH-00517,CỬA HÀNG XE ĐẠP PHÚ THỊNH,10,2,97131647.0,4,3,4,0.6288486367635043,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.63"
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,46,5,1019915422.0,3,4,5,0.624644965799228,B - High,MEDIUM,Theo dõi thêm,Theo dõi thêm,Bắt đầu có dấu hiệu giảm nhịp mua,"R=3, F=4, M=5, score=0.62"
KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,17,2,227250785.0,4,3,5,0.6245207100048773,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=5, score=0.62"
KH-00061,HỘ KINH DOANH THUỶ TIÊN,12,2,57978325.0,4,2,3,0.6233584548589125,B - High,LOW,Mới mua gần đây / có tiềm năng,Đề xuất combo sản phẩm để tăng đơn hàng,Đang hoạt động hoặc rủi ro thấp,"R=4, F=2, M=3, score=0.62"
KH-00666,CÔNG TY CỔ PHẦN TÂN TIẾN,13,2,130900055.0,4,3,4,0.6232168156468247,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.62"
KH-00511,CÔNG TY TNHH BÌNH MINH,12,3,61305999.0,4,4,3,0.6225393665398242,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.62"
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,13,2,124993024.0,4,3,4,0.6212225136525228,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.62"
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,6,2,20094996.0,5,2,1,0.6211711481926782,B - High,LOW,Mới mua gần đây / có tiềm năng,Đề xuất combo sản phẩm để tăng đơn hàng,Đang hoạt động hoặc rủi ro thấp,"R=5, F=2, M=1, score=0.62"
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,10,3,46314992.0,4,4,2,0.6201947906096582,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=2, score=0.62"
KH-00679,HỘ KINH DOANH ĐẠI DƯƠNG,12,3,58030816.0,4,4,3,0.6179809619814197,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.62"
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,6,2,50129802.0,4,3,2,0.6167551937767238,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=2, score=0.62"
KH-00533,CÔNG TY TNHH YÊN BÌNH,18,3,99111650.0,3,4,4,0.615339058387895,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.62"
KH-00683,DOANH NGHIỆP TW ĐẠI LỢI,19,3,109883865.0,3,4,4,0.615309599719497,B - High,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=4, score=0.62"
